x,y,c
-73.9922,40.7381,1
-73.9886,40.7364,1
-73.9857,40.7353,1
-74.0007,40.7422,1
-73.9885,40.737,1
-73.9874,40.7361,1
-73.9874,40.7362,1
-74.0002,40.743,1
-74.0059,40.7452,1
-73.9977,40.7413,1
-74.0058,40.7454,1
-73.9893,40.738,1
-73.9917,40.7395,1
-73.9944,40.7405,1
-73.9881,40.737,1
-73.9848,40.7363,1
-73.9825,40.7353,1
-73.9868,40.7368,1
-73.9951,40.74,1
-73.9908,40.7384,1
-73.9891,40.7382,1
-73.99,40.7384,1
-73.9974,40.7417,1
-73.9947,40.7404,1
-73.9884,40.7374,1
-73.9851,40.7359,1
-73.9881,40.7376,1
-73.9809,40.7343,1
-74.0003,40.7429,1
-74.0005,40.7425,1
-74.0004,40.7426,1
-73.9977,40.7412,1
-73.992,40.7395,1
-73.9974,40.7415,1
-74.0056,40.7456,1
-74.0055,40.7457,1
-73.9866,40.7364,1
-73.9948,40.7403,1
-74.0032,40.7441,1
-73.9999,40.7427,1
-73.9832,40.7349,1
-73.9949,40.7401,1
-73.9852,40.7357,1
-73.9948,40.74,1
-73.9887,40.7373,1
-74.0082,40.7469,1
-73.9805,40.7341,1
-74.0059,40.7453,1
-73.9883,40.7371,1
-73.9854,40.7357,1
-73.987,40.7365,1
-73.9852,40.736,1
-73.9917,40.7393,1
-74.0008,40.7431,1
-74.0006,40.7424,1
-73.9974,40.742,1
-73.9975,40.7417,1
-73.9889,40.7376,1
-74.0061,40.7449,1
-73.9883,40.7371,1
-74.0058,40.7453,1
-73.983,40.7349,1
-74.0002,40.7432,1
-73.9884,40.7377,1
-73.9865,40.737,1
-73.9882,40.7376,1
-73.9806,40.7339,1
-73.9808,40.7338,1
-73.9781,40.7333,1
-73.9976,40.7414,1
-74.0085,40.7463,1
-73.9828,40.7354,1
-73.9929,40.7395,1
-73.9948,40.74,1
-74.0056,40.7457,1
-73.9949,40.74,1
-73.9985,40.7421,1
-73.9946,40.7406,1
-73.9903,40.7379,1
-74.0003,40.7427,1
-73.9862,40.7369,1
-73.9807,40.7341,1
-73.9833,40.7357,1
-74.0008,40.7431,1
-73.9887,40.7373,1
-73.99,40.7386,1
-73.9891,40.7378,1
-73.9883,40.7371,1
-73.9986,40.7417,1
-73.9946,40.7403,1
-73.9947,40.7406,1
-73.9907,40.7383,1
-73.9805,40.7344,1
-73.9916,40.7392,1
-74.0027,40.7439,1
-74.006,40.7452,1
-73.9828,40.7354,1
-73.9806,40.7341,1
-73.9949,40.74,1
-73.9976,40.7414,1
-73.9923,40.7388,1
-73.9945,40.7405,1
-73.9912,40.7383,1
-73.9976,40.7414,1
-73.9947,40.7401,1
-73.9742,40.7316,1
-73.9947,40.7403,1
-73.9948,40.74,1
-74.0078,40.7463,1
-73.9881,40.7378,1
-74.0059,40.7452,1
-74.0057,40.7457,1
-73.9977,40.7417,1
-73.9879,40.7379,1
-73.9944,40.7408,1
-74.0028,40.7457,1
-73.9909,40.7394,1
-73.9972,40.742,1
-73.9772,40.7337,1
-73.9847,40.7369,1
-73.9926,40.7403,1
-73.9995,40.7438,1
-73.988,40.7385,1
-73.988,40.7387,1
-73.9805,40.7345,1
-73.9869,40.738,1
-74.0082,40.7474,1
-73.9879,40.738,1
-73.9939,40.7411,1
-73.9879,40.7383,1
-74.0024,40.745,1
-73.9939,40.7415,1
-73.9994,40.744,1
-73.9798,40.7349,1
-73.9909,40.7398,1
-73.9995,40.7439,1
-73.997,40.742,1
-73.9879,40.7383,1
-73.9885,40.7388,1
-73.9901,40.7394,1
-73.9888,40.7386,1
-73.9971,40.7422,1
-73.9878,40.7379,1
-73.9924,40.7402,1
-73.994,40.7411,1
-73.9999,40.7433,1
-73.9909,40.7398,1
-73.9894,40.7394,1
-73.9799,40.7343,1
-74.0028,40.7446,1
-73.9929,40.7405,1
-73.9971,40.742,1
-74.0051,40.7465,1
-74.0056,40.746,1
-73.9806,40.7346,1
-73.9885,40.7389,1
-73.9941,40.7414,1
-74.0051,40.7466,1
-73.9929,40.7405,1
-74.0078,40.747,1
-73.9844,40.7371,1
-73.988,40.738,1
-73.9943,40.741,1
-73.9893,40.7393,1
-73.9939,40.7414,1
-74.005,40.7465,1
-73.9784,40.7341,1
-74.0081,40.748,1
-74.0026,40.7445,1
-73.9964,40.7427,1
-73.9848,40.7364,1
-73.9816,40.735,1
-73.9967,40.7427,1
-74.0071,40.7473,1
-73.9882,40.7381,1
-74.0023,40.7453,1
-73.9879,40.738,1
-73.9938,40.7415,1
-73.9877,40.7385,1
-73.9871,40.738,1
-73.9888,40.7385,1
-73.9995,40.7438,1
-73.988,40.7382,1
-73.9907,40.7396,1
-73.9846,40.737,1
-73.99,40.7388,1
-73.9802,40.7347,1
-73.9878,40.7383,1
-73.9827,40.7359,1
-74.005,40.7467,1
-73.99,40.7393,1
-73.9999,40.7433,1
-73.9977,40.7426,1
-73.9999,40.7433,1
-74,40.7433,1
-73.9986,40.7437,1
-73.9843,40.7375,1
-74.0049,40.7474,1
-73.9884,40.7391,1
-73.9936,40.7416,1
-73.9965,40.7428,1
-73.9994,40.7442,1
-73.9991,40.7441,1
-73.9937,40.7416,1
-73.9871,40.7388,1
-73.9845,40.7377,1
-73.9841,40.7374,1
-73.9843,40.7375,1
-73.9992,40.7443,1
-73.9958,40.7425,1
-74.0045,40.747,1
-73.9939,40.7416,1
-73.9748,40.7329,1
-73.9886,40.7394,1
-73.9799,40.7351,1
-73.9874,40.7389,1
-73.9963,40.7432,1
-73.9966,40.743,1
-73.977,40.7339,1
-73.9843,40.7377,1
-73.9991,40.7445,1
-73.987,40.739,1
-73.9775,40.734,1
-73.9775,40.7341,1
-73.9908,40.7406,1
-73.9796,40.7354,1
-73.9753,40.7331,1
-73.9887,40.7394,1
-73.9989,40.7445,1
-73.9993,40.7448,1
-73.9843,40.7375,1
-74.0016,40.7458,1
-73.9938,40.7416,1
-74.0045,40.7471,1
-73.9842,40.7375,1
-73.9936,40.7417,1
-73.9936,40.7418,1
-74.0082,40.7486,1
-73.9871,40.7388,1
-73.9894,40.7396,1
-73.9939,40.7416,1
-73.9897,40.7401,1
-73.9924,40.7415,1
-73.9938,40.7418,1
-73.999,40.744,1
-73.984,40.7375,1
-73.9763,40.7334,1
-73.9905,40.7404,1
-73.9841,40.7374,1
-73.999,40.7445,1
-74.0072,40.7484,1
-73.9916,40.7408,1
-73.9843,40.7376,1
-73.9989,40.7446,1
-73.9797,40.7351,1
-74.0046,40.7473,1
-73.9798,40.7351,1
-73.9934,40.7416,1
-73.9913,40.7404,1
-73.9841,40.7374,1
-73.9837,40.7372,1
-73.9972,40.7438,1
-73.9871,40.7389,1
-74.0081,40.7486,1
-74.0027,40.7462,1
-73.9992,40.744,1
-73.9904,40.7405,1
-73.977,40.7337,1
-74.0023,40.7455,1
-73.9898,40.7405,1
-74.0055,40.7484,1
-74.0042,40.7477,1
-73.9867,40.7389,1
-73.9961,40.7434,1
-73.9818,40.7369,1
-73.9904,40.741,1
-73.9965,40.7436,1
-73.9884,40.7401,1
-73.9838,40.7379,1
-73.9933,40.7422,1
-74.0034,40.7471,1
-73.9987,40.7447,1
-73.9931,40.7424,1
-73.99,40.7408,1
-73.9933,40.7421,1
-73.9961,40.7435,1
-73.9855,40.7387,1
-73.9986,40.745,1
-73.9852,40.7384,1
-73.993,40.7423,1
-73.9986,40.7451,1
-73.996,40.7435,1
-74.0015,40.7463,1
-73.9813,40.7364,1
-73.9987,40.7451,1
-73.9839,40.7375,1
-74.0055,40.748,1
-73.9989,40.7447,1
-74.0042,40.7476,1
-73.9855,40.7386,1
-74.004,40.7476,1
-73.987,40.7395,1
-74.0061,40.7485,1
-74.0041,40.7476,1
-73.9964,40.7435,1
-73.9905,40.7407,1
-73.9965,40.7436,1
-73.9796,40.7356,1
-74.0058,40.7482,1
-73.9933,40.7423,1
-73.9933,40.7421,1
-73.9868,40.7394,1
-74.003,40.7468,1
-74.0016,40.7461,1
-73.9964,40.7435,1
-74.0059,40.7486,1
-73.9896,40.7407,1
-73.9877,40.7396,1
-73.9818,40.7367,1
-74.0014,40.7464,1
-74.0017,40.746,1
-73.9855,40.7387,1
-73.9855,40.7385,1
-73.9986,40.745,1
-73.991,40.7409,1
-73.9958,40.7437,1
-74.0055,40.7483,1
-73.9943,40.7427,1
-73.9899,40.7408,1
-74.0058,40.7483,1
-74.0017,40.7466,1
-73.9976,40.7448,1
-73.9961,40.7442,1
-74.0015,40.7466,1
-73.9968,40.7446,1
-73.9873,40.7399,1
-74.0012,40.7464,1
-73.9931,40.7427,1
-73.993,40.7425,1
-74.0017,40.7469,1
-73.9817,40.7372,1
-74.0014,40.7466,1
-73.9838,40.7381,1
-73.9889,40.7405,1
-73.9818,40.737,1
-73.996,40.7442,1
-73.9868,40.7394,1
-73.9929,40.7428,1
-74.003,40.7474,1
-73.9995,40.7457,1
-73.9987,40.7455,1
-74.0009,40.7464,1
-73.9969,40.7446,1
-73.9954,40.744,1
-73.9936,40.7428,1
-74.0004,40.7464,1
-73.9958,40.7438,1
-73.9951,40.7439,1
-73.9967,40.7446,1
-73.9872,40.7399,1
-73.9869,40.7396,1
-73.9814,40.7371,1
-74.0023,40.747,1
-73.9929,40.7428,1
-73.9949,40.7437,1
-73.9929,40.7429,1
-73.9973,40.7449,1
-73.9871,40.7399,1
-73.9929,40.7427,1
-74.0011,40.7465,1
-73.9958,40.7441,1
-74.0015,40.7469,1
-73.9986,40.7452,1
-73.9931,40.7428,1
-73.9835,40.7382,1
-74.0008,40.7462,1
-73.9853,40.7389,1
-74.0041,40.7478,1
-73.9884,40.7403,1
-73.9973,40.7449,1
-73.9869,40.7397,1
-74.004,40.7479,1
-74.004,40.7478,1
-73.9868,40.7397,1
-73.9979,40.7451,1
-73.9835,40.7382,1
-74.0041,40.748,1
-73.9839,40.738,1
-73.9947,40.7437,1
-73.9918,40.7423,1
-73.996,40.7443,1
-73.9984,40.7453,1
-73.9957,40.7439,1
-73.9984,40.7452,1
-73.9975,40.7449,1
-74.0029,40.7472,1
-73.9934,40.7431,1
-74.004,40.7479,1
-74.004,40.7482,1
-74.0023,40.747,1
-73.9881,40.7402,1
-73.9978,40.7452,1
-74.0007,40.7462,1
-73.9927,40.743,1
-74.0008,40.7471,1
-73.9937,40.7434,1
-73.9835,40.7384,1
-73.986,40.7399,1
-73.992,40.7425,1
-74.0006,40.747,1
-74.0008,40.7471,1
-73.9917,40.7427,1
-73.9955,40.7444,1
-74.0034,40.7486,1
-73.9927,40.7428,1
-73.9934,40.7432,1
-73.9981,40.7459,1
-73.9922,40.7429,1
-74.0039,40.7485,1
-73.993,40.7429,1
-73.9945,40.7437,1
-73.9897,40.7415,1
-73.9788,40.736,1
-73.9814,40.7374,1
-74.0036,40.7483,1
-73.9868,40.7399,1
-73.9952,40.7445,1
-74.0035,40.7484,1
-73.9944,40.7436,1
-74.001,40.747,1
-73.9901,40.7416,1
-74.0055,40.7492,1
-74.0064,40.7496,1
-73.9792,40.7362,1
-73.99,40.7416,1
-73.9812,40.7372,1
-73.9927,40.743,1
-73.9853,40.7393,1
-73.9922,40.7426,1
-73.9815,40.7373,1
-73.9889,40.7413,1
-73.9858,40.7396,1
-73.9863,40.74,1
-74.001,40.7471,1
-73.9791,40.7363,1
-73.9907,40.7419,1
-73.9897,40.7414,1
-73.9863,40.7398,1
-73.998,40.7458,1
-73.9928,40.743,1
-73.9899,40.7417,1
-73.9932,40.7432,1
-74.0012,40.7472,1
-74.0037,40.7483,1
-73.991,40.742,1
-73.9897,40.7416,1
-74.001,40.7472,1
-74.001,40.7472,1
-73.9954,40.7445,1
-73.9836,40.7385,1
-73.9866,40.7399,1
-73.998,40.7458,1
-74.0009,40.7471,1
-73.9926,40.7429,1
-73.9889,40.7413,1
-74.0009,40.7473,1
-74.0036,40.7483,1
-73.9927,40.7428,1
-73.9927,40.743,1
-73.9813,40.7373,1
-73.9906,40.7423,1
-73.9811,40.7375,1
-73.989,40.7414,1
-73.9923,40.7433,1
-73.9864,40.7403,1
-73.9923,40.7434,1
-73.9978,40.746,1
-73.995,40.7447,1
-73.9832,40.7387,1
-74.0033,40.7487,1
-73.9923,40.7434,1
-73.9946,40.7446,1
-73.9863,40.7403,1
-73.9949,40.7446,1
-73.9897,40.7421,1
-73.9867,40.7404,1
-73.9836,40.739,1
-73.9832,40.7387,1
-73.9883,40.7413,1
-73.9853,40.7397,1
-73.9855,40.7399,1
-73.9803,40.7372,1
-74.0007,40.7475,1
-73.9952,40.7449,1
-73.9979,40.7459,1
-73.987,40.7406,1
-73.9926,40.7435,1
-74.0031,40.749,1
-73.9924,40.7436,1
-73.9925,40.7435,1
-73.9835,40.7388,1
-73.9882,40.7412,1
-73.9925,40.7433,1
-73.9842,40.739,1
-73.9958,40.7452,1
-73.9865,40.7402,1
-73.979,40.7364,1
-73.9954,40.7449,1
-73.9812,40.7377,1
-73.9833,40.7387,1
-73.9979,40.7459,1
-73.9928,40.7437,1
-73.9786,40.7366,1
-74.0194,40.7577,1
-73.9938,40.7445,1
-73.9846,40.7398,1
-74.0031,40.7493,1
-73.9924,40.7436,1
-73.9828,40.7387,1
-73.983,40.7388,1
-73.9843,40.7396,1
-73.9787,40.7368,1
-73.9922,40.7437,1
-73.981,40.7378,1
-73.9949,40.7449,1
-73.9948,40.7449,1
-74.0031,40.7492,1
-73.9976,40.7464,1
-73.9923,40.7436,1
-74.0006,40.7478,1
-73.9812,40.738,1
-73.9788,40.7367,1
-73.9892,40.742,1
-73.9896,40.7422,1
-73.9978,40.7466,1
-73.995,40.7451,1
-73.9788,40.7365,1
-73.9868,40.7408,1
-74.0001,40.7476,1
-73.9806,40.7377,1
-73.9977,40.7465,1
-73.9788,40.7366,1
-73.9976,40.7465,1
-73.9918,40.7433,1
-73.9976,40.7466,1
-73.9946,40.7451,1
-73.9785,40.7368,1
-74.0061,40.751,1
-73.9923,40.7438,1
-73.9877,40.7415,1
-73.9947,40.7453,1
-73.9878,40.7415,1
-73.9922,40.7438,1
-73.9948,40.7453,1
-73.9947,40.7452,1
-74.0055,40.7508,1
-73.986,40.7407,1
-73.9835,40.7394,1
-74.006,40.7511,1
-73.9936,40.7445,1
-73.9891,40.7422,1
-73.998,40.7469,1
-74.0058,40.7509,1
-74.0057,40.751,1
-74.003,40.7495,1
-73.9921,40.7437,1
-73.9787,40.7369,1
-73.9862,40.7408,1
-73.9918,40.7438,1
-73.9859,40.7408,1
-73.9974,40.7467,1
-73.9598,40.7271,1
-73.9863,40.741,1
-74.0002,40.7482,1
-73.9787,40.737,1
-74.0058,40.7511,1
-73.9795,40.7374,1
-73.9805,40.7381,1
-73.9779,40.7367,1
-73.9857,40.7408,1
-74.0059,40.7514,1
-73.9857,40.7408,1
-73.9902,40.7572,2
-73.984,40.7546,2
-73.9861,40.7559,2
-74.0033,40.7514,2
-73.9942,40.7511,2
-73.9941,40.7513,2
-73.9877,40.75,2
-73.9908,40.7508,2
-73.9916,40.7598,2
-73.9941,40.7512,2
-73.9997,40.7581,2
-73.9804,40.7491,2
-73.9857,40.7555,2
-73.9888,40.7593,2
-73.9913,40.7499,2
-73.987,40.7611,2
-73.9942,40.7513,2
-73.9833,40.7477,2
-73.9987,40.7577,2
-73.9908,40.7598,2
-73.9928,40.7627,2
-73.9889,40.7588,2
-73.9867,40.7501,2
-73.9928,40.7586,2
-73.9929,40.7534,2
-73.9907,40.7611,2
-73.9921,40.7498,2
-74.002,40.7508,2
-73.9943,40.7513,2
-73.9924,40.7495,2
-73.9859,40.7584,2
-73.9877,40.7552,2
-73.9842,40.7549,2
-73.9917,40.7501,2
-73.9873,40.7474,2
-74.0025,40.7502,2
-73.9854,40.757,2
-73.9942,40.751,2
-73.9916,40.7506,2
-73.9881,40.7597,2
-73.9939,40.7513,2
-73.9893,40.7578,2
-73.9892,40.7502,2
-73.9923,40.7489,2
-73.991,40.7549,2
-73.9912,40.7595,2
-73.9913,40.7493,2
-73.9856,40.7585,2
-73.9945,40.7558,2
-73.9937,40.7569,2
-73.9889,40.7578,2
-73.9934,40.7518,2
-73.9998,40.7617,2
-73.9836,40.7562,2
-73.9835,40.7498,2
-73.9916,40.7497,2
-73.9853,40.7556,2
-73.9846,40.7491,2
-73.9912,40.7503,2
-73.99,40.7561,2
-73.9947,40.7507,2
-73.9814,40.7498,2
-73.992,40.7502,2
-73.9905,40.7516,2
-73.9906,40.7559,2
-73.9877,40.7479,2
-73.9933,40.7575,2
-73.9826,40.7518,2
-73.9846,40.755,2
-73.9887,40.747,2
-73.9823,40.7483,2
-73.9896,40.7628,2
-73.9892,40.7554,2
-74.0043,40.7521,2
-73.9911,40.7498,2
-73.9821,40.752,2
-73.9936,40.7572,2
-73.9861,40.7524,2
-73.988,40.7495,2
-73.9862,40.7583,2
-73.9936,40.7521,2
-73.9869,40.7494,2
-73.9911,40.7605,2
-73.988,40.7554,2
-73.9914,40.7555,2
-74.0021,40.7638,2
-73.9904,40.7564,2
-73.995,40.7543,2
-74.0025,40.7497,2
-73.9945,40.7504,2
-73.9913,40.7497,2
-73.9932,40.7476,2
-73.9859,40.7473,2
-73.9833,40.7572,2
-73.981,40.7497,2
-73.9868,40.7583,2
-73.9856,40.7577,2
-73.9904,40.7515,2
-73.9889,40.7574,2
-73.994,40.7521,2
-73.9936,40.7572,2
-73.9837,40.7497,2
-73.9948,40.7503,2
-73.9944,40.7511,2
-73.9875,40.7604,2
-73.9908,40.7609,2
-73.9792,40.7493,2
-73.988,40.7495,2
-73.9871,40.752,2
-73.9873,40.75,2
-74.0024,40.7504,2
-73.9855,40.7474,2
-73.9985,40.7607,2
-73.9883,40.7483,2
-73.9858,40.7491,2
-73.9915,40.7547,2
-73.9987,40.7609,2
-73.987,40.7562,2
-73.9865,40.7608,2
-73.9874,40.7474,2
-73.9871,40.761,2
-73.9937,40.7622,2
-73.9867,40.7466,2
-73.9936,40.747,2
-73.9952,40.7601,2
-73.986,40.752,2
-73.9901,40.7516,2
-73.9929,40.7612,2
-73.9941,40.7565,2
-73.9837,40.7548,2
-73.9917,40.7555,2
-73.9897,40.7606,2
-73.9873,40.7496,2
-73.9915,40.7501,2
-73.9824,40.7559,2
-73.9871,40.7529,2
-73.9847,40.7483,2
-73.9857,40.7594,2
-73.9947,40.7558,2
-73.9902,40.7569,2
-73.9874,40.7502,2
-73.9898,40.7606,2
-73.9899,40.7569,2
-73.9882,40.749,2
-73.9932,40.7577,2
-73.9865,40.7561,2
-73.9941,40.7512,2
-73.987,40.7537,2
-73.9997,40.7541,2
-73.9824,40.7553,2
-73.9915,40.7503,2
-73.9902,40.7566,2
-73.9884,40.7481,2
-73.9902,40.7567,2
-73.9909,40.7577,2
-73.9961,40.7535,2
-73.9978,40.7514,2
-73.9911,40.7606,2
-73.9915,40.7497,2
-73.9848,40.7553,2
-73.9931,40.7489,2
-73.9943,40.7502,2
-73.9917,40.7514,2
-73.9892,40.7604,2
-73.9957,40.7474,2
-73.9901,40.7488,2
-73.9872,40.7567,2
-73.995,40.7612,2
-73.9833,40.7505,2
-73.9983,40.756,2
-73.9939,40.7513,2
-73.9908,40.749,2
-73.9903,40.7561,2
-73.9821,40.7521,2
-73.9981,40.7641,2
-73.9913,40.7505,2
-73.9909,40.7607,2
-73.9863,40.7596,2
-73.9979,40.7562,2
-73.9919,40.7524,2
-73.9941,40.7512,2
-73.9872,40.7614,2
-73.9898,40.7507,2
-73.9926,40.7587,2
-73.987,40.7564,2
-73.9958,40.7693,2
-73.9892,40.7579,2
-73.993,40.753,2
-73.9936,40.7466,2
-73.9866,40.7557,2
-73.984,40.7542,2
-73.9937,40.7474,2
-73.9901,40.759,2
-73.9965,40.7531,2
-73.9879,40.7602,2
-73.9915,40.7502,2
-73.9874,40.7553,2
-73.9894,40.7474,2
-73.9917,40.7552,2
-73.9906,40.7557,2
-73.9903,40.7529,2
-73.9916,40.7501,2
-73.9829,40.7526,2
-73.9983,40.7611,2
-73.9916,40.7613,2
-73.9899,40.757,2
-73.99,40.757,2
-73.9816,40.7495,2
-73.994,40.751,2
-73.9945,40.7508,2
-73.9945,40.7608,2
-73.9913,40.7561,2
-73.9887,40.7484,2
-73.984,40.749,2
-73.9971,40.7473,2
-73.9933,40.7498,2
-73.9906,40.761,2
-73.9872,40.7594,2
-73.9922,40.7589,2
-74.0006,40.7617,2
-73.9978,40.7514,2
-73.9854,40.7596,2
-73.9895,40.7583,2
-74.0047,40.7521,2
-73.9904,40.756,2
-73.9833,40.749,2
-73.993,40.7629,2
-73.9884,40.7584,2
-73.99,40.7619,2
-73.9911,40.7512,2
-73.9905,40.7554,2
-73.9871,40.7611,2
-73.9909,40.7561,2
-73.9914,40.749,2
-73.9935,40.7524,2
-73.9809,40.7502,2
-73.9876,40.7498,2
-73.9895,40.7565,2
-73.9932,40.7525,2
-73.987,40.7467,2
-73.9944,40.7517,2
-73.9956,40.7645,2
-74.0025,40.7502,2
-73.9898,40.7571,2
-74.0021,40.7507,2
-73.9874,40.7505,2
-73.9866,40.7591,2
-73.9958,40.7643,2
-73.9942,40.7512,2
-73.9876,40.7604,2
-73.9932,40.763,2
-73.9917,40.7596,2
-74.0032,40.7506,2
-73.988,40.7497,2
-73.9934,40.7579,2
-73.9847,40.7574,2
-73.9939,40.7513,2
-73.9958,40.754,2
-73.9837,40.7553,2
-73.9944,40.7512,2
-73.9969,40.7604,2
-74.0003,40.7602,2
-73.9911,40.7554,2
-73.9857,40.757,2
-74.0035,40.7515,2
-73.9827,40.7509,2
-73.999,40.76,2
-73.9962,40.7645,2
-73.9855,40.7554,2
-73.9893,40.7609,2
-73.9922,40.7538,2
-73.9826,40.7486,2
-73.9915,40.7498,2
-73.9934,40.7525,2
-73.9811,40.7515,2
-73.986,40.7478,2
-73.9856,40.7572,2
-73.9952,40.7498,2
-73.9907,40.7564,2
-73.9991,40.7545,2
-73.9933,40.7474,2
-73.9972,40.7621,2
-73.9833,40.7568,2
-73.9941,40.751,2
-73.9871,40.7597,2
-73.9938,40.7572,2
-74.0047,40.752,2
-73.9977,40.7618,2
-73.9888,40.7478,2
-73.987,40.7489,2
-73.986,40.7522,2
-73.9876,40.7495,2
-73.9879,40.7496,2
-73.9941,40.7512,2
-73.9908,40.756,2
-73.99,40.7468,2
-73.986,40.7548,2
-73.9915,40.7501,2
-73.9921,40.7502,2
-73.9897,40.7485,2
-73.9944,40.7507,2
-73.9915,40.7502,2
-73.9798,40.7502,2
-73.9817,40.75,2
-73.9971,40.763,2
-73.9921,40.7595,2
-73.9897,40.7605,2
-73.9843,40.7551,2
-73.9931,40.7477,2
-73.9876,40.7605,2
-73.9868,40.7591,2
-73.9913,40.7509,2
-73.9913,40.7512,2
-73.9914,40.75,2
-73.9903,40.7567,2
-73.9879,40.7484,2
-73.9885,40.7486,2
-73.9793,40.7502,2
-74.0028,40.7605,2
-73.9913,40.7502,2
-73.9896,40.7605,2
-73.9896,40.7473,2
-73.9872,40.7507,2
-73.9929,40.7583,2
-73.9891,40.7538,2
-73.9916,40.76,2
-73.9953,40.7599,2
-73.9964,40.7533,2
-73.9918,40.7494,2
-73.9915,40.7501,2
-73.9888,40.7569,2
-73.9931,40.7524,2
-73.9862,40.7468,2
-73.9883,40.7543,2
-73.9919,40.7494,2
-73.9966,40.7635,2
-73.9888,40.7496,2
-73.9926,40.7635,2
-73.9879,40.7598,2
-73.9862,40.7581,2
-73.9881,40.749,2
-73.9973,40.7473,2
-73.9859,40.7559,2
-73.9942,40.7511,2
-73.9883,40.7567,2
-73.9919,40.7505,2
-73.9896,40.7566,2
-73.986,40.7585,2
-73.9893,40.7631,2
-73.9885,40.759,2
-73.9913,40.7497,2
-73.9891,40.7535,2
-73.9832,40.7561,2
-73.9875,40.758,2
-73.9842,40.7549,2
-73.9932,40.7629,2
-73.9833,40.7497,2
-73.9908,40.7509,2
-73.9911,40.7496,2
-73.9946,40.7506,2
-73.9926,40.7504,2
-73.9825,40.7511,2
-73.9937,40.7517,2
-73.9948,40.7504,2
-73.994,40.7614,2
-73.9915,40.7624,2
-73.9915,40.7501,2
-73.9872,40.7615,2
-73.9904,40.7565,2
-73.9905,40.7518,2
-73.9974,40.7472,2
-73.9927,40.7602,2
-73.9865,40.7499,2
-73.9909,40.7561,2
-73.9881,40.7592,2
-73.9856,40.7544,2
-73.9937,40.7546,2
-73.9913,40.7485,2
-73.9971,40.7472,2
-73.9909,40.7594,2
-73.9854,40.7593,2
-73.9913,40.7554,2
-73.9915,40.75,2
-73.9864,40.7517,2
-73.9915,40.7466,2
-73.992,40.7495,2
-73.9946,40.7504,2
-73.994,40.7511,2
-73.9905,40.7574,2
-73.9914,40.7505,2
-73.9855,40.7592,2
-73.9913,40.7499,2
-73.9917,40.7502,2
-73.9853,40.7537,2
-73.9941,40.7509,2
-73.9935,40.7571,2
-73.9899,40.7566,2
-73.9839,40.7492,2
-73.9864,40.7591,2
-73.9896,40.7491,2
-73.9934,40.7496,2
-73.9964,40.7632,2
-73.9851,40.7475,2
-73.9886,40.7549,2
-73.9903,40.7558,2
-73.9919,40.7552,2
-73.9858,40.7525,2
-73.9934,40.7523,2
-73.9818,40.7521,2
-73.9919,40.7564,2
-73.9927,40.7482,2
-73.9916,40.7498,2
-73.9882,40.7605,2
-73.9845,40.7545,2
-73.9893,40.7577,2
-73.9851,40.7477,2
-73.9821,40.7494,2
-73.9882,40.749,2
-73.9905,40.7575,2
-73.992,40.7641,2
-73.9936,40.7523,2
-73.9857,40.7467,2
-73.991,40.7506,2
-73.9876,40.7502,2
-73.9867,40.7592,2
-73.9813,40.75,2
-73.9988,40.7504,2
-73.9913,40.7511,2
-73.9886,40.7569,2
-73.9958,40.7645,2
-73.987,40.7564,2
-73.9854,40.7544,2
-73.9861,40.7564,2
-73.9881,40.7479,2
-73.9911,40.7567,2
-73.993,40.7505,2
-73.9891,40.7479,2
-73.9948,40.7506,2
-73.986,40.7531,2
-73.9882,40.7476,2
-73.9912,40.7605,2
-73.9937,40.7622,2
-73.9904,40.7564,2
-73.9983,40.7609,2
-73.995,40.7479,2
-73.9897,40.7574,2
-73.9872,40.7607,2
-73.9841,40.7549,2
-73.985,40.7476,2
-73.9798,40.7499,2
-73.9968,40.7577,2
-73.9938,40.7556,2
-73.9811,40.75,2
-73.9938,40.7471,2
-73.9893,40.7628,2
-73.9937,40.7516,2
-73.99,40.7479,2
-73.9872,40.7562,2
-74.0028,40.7606,2
-73.9982,40.7561,2
-73.9946,40.7506,2
-73.9956,40.7491,2
-73.9915,40.7599,2
-73.9934,40.7475,2
-73.9978,40.7563,2
-73.987,40.7583,2
-73.9869,40.761,2
-73.9958,40.7534,2
-73.9834,40.7477,2
-74.0008,40.7618,2
-73.9918,40.75,2
-73.986,40.7575,2
-73.9865,40.75,2
-73.9824,40.7485,2
-73.9919,40.7544,2
-73.9946,40.7509,2
-73.9857,40.7577,2
-73.9932,40.7523,2
-73.9873,40.7608,2
-73.9911,40.7557,2
-73.9857,40.758,2
-73.9807,40.7481,2
-73.9919,40.7493,2
-73.9927,40.75,2
-73.992,40.7499,2
-74.0021,40.751,2
-73.9905,40.7504,2
-73.9889,40.7545,2
-73.9891,40.7479,2
-73.9917,40.7662,2
-73.9941,40.7463,2
-73.987,40.7557,2
-73.9921,40.7495,2
-73.9912,40.7603,2
-73.9904,40.7563,2
-73.994,40.75,2
-73.9807,40.7487,2
-73.985,40.7536,2
-73.9933,40.7628,2
-73.9862,40.7497,2
-73.9958,40.7644,2
-73.9836,40.7507,2
-73.9907,40.7512,2
-73.9918,40.7497,2
-73.9943,40.7502,2
-73.9916,40.7658,2
-73.994,40.7514,2
-73.9843,40.7546,2
-73.9883,40.749,2
-73.9877,40.7602,2
-73.9885,40.7591,2
-73.9895,40.7605,2
